날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_cuisine,lunch_cuisine,dinner_cuisine,breakfast_kobert
2022-09-05,쇠고기무국,"12.07, 8.62, 16.43",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",배추된장국,"8.64, 2.01, 3.8",40,9,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-09-06,팽이버섯계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",돼지고기콩나물찌개,"17.0, 4.0, 12.0",오징어무국,"3.8, 0.96, 10.35",5,5,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-09-07,홍합미역국,"4.0, 0.9, 5.0",두부햄찌개,"2.36, 6.78, 6.98",메밀소바,"75.0, 2.1, 11.0",4,4,3,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.77198166 2.21125872 0.42809307]
2022-09-08,일반배추김치,"1.58, 0.12, 0.66",컵과일,"16.0, 0.0, 1.0",우유),"4.6, 4.0, 3.0",1,1,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.59117681 -1.50880694  0.1852297 ]
2022-09-09,쇠고기해장국,"3.0, 7.0, 30.0",옛날육개장,"5.0, 2.9, 2.0",감자짜글이,"32.0, 1.8, 5.0",1,1,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-09-10,사골떡왕만둣국,"9.0, 4.0, 2.0",쇠고기무국,"12.07, 8.62, 16.43",닭고기육개장,"6.0, 6.0, 8.0",6,10,14,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-09-11,건새우미역국,"82.0, 16.3, 16.2",닭볶음탕,"9.4, 9.5, 25.72",두부햄찌개,"2.36, 6.78, 6.98",3,8,11,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.02936223 1.26578202 1.0888405 ]
2022-09-12,후랑크소시지구이,"2.0, 11.0, 6.0",차돌박이된장찌개,"27.0, 28.0, 27.0",유부된장국,"8.17, 2.48, 5.99",1,10,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 8.2367788  -2.16198854  0.73822715]
2022-09-13,팽이버섯두부국,"19.016542810985488, 8.021147011308546, 12.768707592891765",얼큰황태채국,"20.828397887323945, 6.627411971830987, 11.344295774647893",생선묵계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,6,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-09-15,왕만두국,"29.95, 21.79, 24.12",닭곰탕,"1.87, 4.75, 18.72",탕수육,"21.58, 7.98, 9.0",8,18,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]",[ 7.36243946  2.46154488 -0.13985035]
2022-09-16,쇠고기장터국,"7.0, 3.7, 9.0",순두부찌개,"5.62, 17.99, 18.25",쇠고기무국,"12.07, 8.62, 16.43",7,9,10,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-09-17,핫도그빵,"24.74, 2.16, 4.75",돼지국밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기김찌찌개,"15.0, 6.0, 10.0",8,4,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-09-19,쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",사골우거지국,"6.0, 7.0, 14.0",짬뽕국,"22.49, 3.23, 8.76",10,9,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-09-20,닭고기무국,"6.0, 1.1, 6.0",순두부찌개,"5.62, 17.99, 18.25",청양풍매운어묵볶음,"19.172017857142862, 7.075374999999995, 11.985875000000004",13,9,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-09-21,떡만둣국,"68.42, 11.05, 15.0",감자고추장찌개,"13.53, 2.9, 6.9",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,8,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-09-22,쇠고기감자국,"7.0, 2.4, 13.0",갈비탕,"11.63, 31.26, 33.29",쇠고기버섯들깨국,"19.172017857142862, 7.075374999999995, 11.985875000000004",16,2,5,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-09-23,감자수제비국,"66.44, 6.59, 15.81",아욱된장국,"4.88, 0.73, 2.68",미역된장국,"2.34, 0.08, 1.0",9,10,6,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.68291494 -0.04797458  0.39687507]
2022-09-24,불고기버거,"50.0, 22.0, 20.0",감자국,"9.86, 3.52, 4.54",북어채국,"3.28, 4.9, 12.81",15,8,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.48607388 -2.10948034 -0.0093923 ]
2022-09-25,어묵탕,"13.06, 2.45, 13.11",아욱된장국,"4.88, 0.73, 2.68",두부맑은국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,10,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.19922309  1.39409967 -0.8140158 ]
2022-09-26,북어채국,"3.28, 4.9, 12.81",꽃게탕,"3.95, 1.58, 12.87",순두부오징어탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,9,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[7.67562074 1.49186112 0.2993252 ]
2022-09-27,감자계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",유부주머니감자국,"20.828397887323945, 6.627411971830987, 11.344295774647893",목살김치찌개,"11.0, 23.0, 27.0",5,2,17,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-09-28,쇠고기무국,"12.07, 8.62, 16.43",황태해장국,"12.07, 4.14, 18.33",만두김치찌개,"6.47, 7.57, 7.51",40,4,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-09-29,순두부버섯탕,"19.0, 19.0, 21.0",얼갈이된장국,"21.0, 4.3, 9.0",생선묵국,"19.172017857142862, 7.075374999999995, 11.985875000000004",13,1,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-09-30,진한육개장,"16.0, 6.0, 18.0",북어들깨미역국,"11.76, 5.28, 2.78",치킨버거,"40.9, 15.4, 15.0",5,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[7.85956727 1.84040161 0.36574161]
2022-10-01,한입감자,"12.0, 14.0, 12.0",타워함박스테이크,"14.18, 8.81, 12.25",유부된장국,"8.17, 2.48, 5.99",1,1,4,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.21155166  0.56545993 -0.52027319]
2022-10-03,떡만둣국,"68.42, 11.05, 15.0",닭볶음탕,"9.4, 9.5, 25.72",쫄면,"43.29, 1.54, 4.55",6,8,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-04,돼지국밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",느타리버섯배추국,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭고기육개장,"6.0, 6.0, 8.0",3,6,14,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-05,콩나물국,"5.87, 1.54, 2.17",새우튀김우동,"87.0, 7.0, 12.0",쇠고기무국,"12.07, 8.62, 16.43",13,3,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[ 7.57316899  1.61730711 -0.16445224]
2022-10-06,쇠고기버섯들깨국,"19.016542810985488, 8.021147011308546, 12.768707592891765",아욱된장국,"4.88, 0.73, 2.68",감자국,"9.86, 3.52, 4.54",2,10,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-10-07,마늘쫑무침,"11.05, 2.72, 2.29",고등어순살튀김,"7.02, 26.04, 19.45",소시지카레조림,"74.0, 13.0, 11.0",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-08,핫도그빵,"24.74, 2.16, 4.75",물만두국,"29.95, 21.79, 24.12",진한육개장,"16.0, 6.0, 18.0",8,2,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-09,감자계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",돼지고기얼큰무국,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭고기무국,"6.0, 1.1, 6.0",5,4,18,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-10,참치김치볶음,"2.63, 6.94, 9.5",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",차돌된장찌개,"14.67, 10.78, 19.1",1,10,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-10-12,두부햄찌개,"2.36, 6.78, 6.98",닭곰탕,"1.87, 4.75, 18.72",치킨버거,"40.9, 15.4, 15.0",7,18,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-13,쇠고기미역국,"16.08, 6.78, 15.06",오징어배추해장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기호박찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",21,3,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-14,쇠고기미역국,"16.08, 6.78, 15.06",돼지국밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",해물짬뽕,"82.0, 13.0, 10.0",21,4,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-10-15,바베큐폭립,"17.0, 9.0, 25.0",감자수제비국,"66.44, 6.59, 15.81",홍합미역국,"4.0, 0.9, 5.0",1,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.68382716 -2.54767422 -0.57103092]
2022-10-16,쇠고기무국,"12.07, 8.62, 16.43",돼지고기김찌찌개,"15.0, 6.0, 10.0",목살김치찌개,"11.0, 23.0, 27.0",40,9,17,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-10-17,에그맥머핀,"30.0, 12.0, 18.0",두부고추장찌개,"13.53, 2.9, 6.9",얼갈이된장국,"21.0, 4.3, 9.0",6,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.57928134 -2.53634966  0.37074803]
2022-10-19,어묵탕,"13.06, 2.45, 13.11",차돌박이된장찌개,"27.0, 28.0, 27.0",감자짜글이,"32.0, 1.8, 5.0",6,10,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.19922309  1.39409967 -0.8140158 ]
2022-10-20,쇠고기감자국,"7.0, 2.4, 13.0",오징어콩나물국,"20.828397887323945, 6.627411971830987, 11.344295774647893",된장국,"9.93, 1.85, 5.55",16,2,9,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-10-21,해물동그랑땡야채볶음,"19.016542810985488, 8.021147011308546, 12.768707592891765",파채무침,"5.5, 1.33, 1.36",곰취나물,"0.63, 0.07, 0.41",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-22,핫도그빵,"24.74, 2.16, 4.75",파인애플함박스테이크,"20.828397887323945, 6.627411971830987, 11.344295774647893",오징어무국,"3.8, 0.96, 10.35",8,2,11,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-10-23,감자고추장찌개,"13.53, 2.9, 6.9",얼큰한오징어국,"20.828397887323945, 6.627411971830987, 11.344295774647893",어묵콩나물국,"5.87, 1.54, 2.17",6,2,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-24,쇠고기장터국,"7.0, 3.7, 9.0",돼지고기콩나물찌개,"17.0, 4.0, 12.0",떡볶이,"60.42, 2.91, 6.97",7,5,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-25,건새우미역국,"82.0, 16.3, 16.2",쇠고기무국,"12.07, 8.62, 16.43",두부햄찌개,"2.36, 6.78, 6.98",3,10,11,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.02936223 1.26578202 1.0888405 ]
2022-10-26,사골우거지국,"6.0, 7.0, 14.0",짬뽕국,"22.49, 3.23, 8.76",대파육개장,"16.0, 14.0, 13.0",11,1,7,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 1]",[ 8.02304692 -0.28977704  0.62643137]
2022-10-27,순두부찌개,"5.62, 17.99, 18.25",돈코츠라멘,"83.47, 10.74, 14.48",유부된장국,"8.17, 2.48, 5.99",14,3,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-10-28,쇠고기육개장,"6.0, 6.0, 8.0",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",새우시금치국,"18.99, 2.45, 8.5",7,14,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-10-29,치즈불고기버거,"28.0, 21.0, 8.0",닭봉달콤간장조림,"20.828397887323945, 6.627411971830987, 11.344295774647893",참치김치찌개,"6.11, 4.71, 9.71",5,1,5,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 8.37460609 -2.33792962  0.44529436]
2022-10-30,북어채국,"3.28, 4.9, 12.81",미역된장국,"2.34, 0.08, 1.0",사골떡왕만둣국,"9.0, 4.0, 2.0",7,8,3,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[7.67562074 1.49186112 0.2993252 ]
2022-10-31,순두부버섯탕,"19.0, 19.0, 21.0",닭고기육개장,"6.0, 6.0, 8.0",북어채국,"3.28, 4.9, 12.81",13,22,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-01(화),닭고기육개장,"6.0, 6.0, 8.0",고추잡채밥/꽃빵,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기김찌찌개,"15.0, 6.0, 10.0",2,4,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-02(수),밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",닭곰탕,"1.87, 4.75, 18.72",얼큰한오징어국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,18,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 3.7101575  -0.00617387 -3.04989213]
2022-11-03(목),쇠고기곰탕,"0.0, 6.0, 9.0",크루통크림스프,"18.0, 2.8, 1.0",버섯매운탕,"78.0, 8.0, 38.0",4,2,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-06(일),갈비탕,"11.63, 31.26, 33.29",순두부오징어탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",조갯살두부국,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,4,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 6.4286912  -0.47718827 -1.40225244]
2022-11-08(화),쇠고기장터국,"7.0, 3.7, 9.0",패주미역국,"20.828397887323945, 6.627411971830987, 11.344295774647893",건새우미역국,"82.0, 16.3, 16.2",7,1,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-11-09(수),참치김치찌개,"6.11, 4.71, 9.71",순두부찌개,"5.62, 17.99, 18.25",새우튀김우동,"87.0, 7.0, 12.0",9,9,2,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617663]
2022-11-10(목),쇠고기시래기국,"19.016542810985488, 8.021147011308546, 12.768707592891765",북어들깨미역국,"11.76, 5.28, 2.78",오징어배추해장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-11-11(금),베이컨야채볶음,"53.0, 8.0, 13.0",느타리버섯배추국,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기콩나물찌개,"17.0, 4.0, 12.0",2,6,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-12(토),버팔로치킨윙,"9.0, 10.0, 17.0",된장국,"9.93, 1.85, 5.55",돼지국밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,7,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-14(월),순두부찌개,"5.62, 17.99, 18.25",미소장국,"7.78, 3.36, 6.02",새우시금치국,"18.99, 2.45, 8.5",14,18,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-15(화),순두부버섯탕,"19.0, 19.0, 21.0",된장국,"9.93, 1.85, 5.55",매콤순대볶음,"25.35, 7.87, 17.16",13,7,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-16(수),콩나물국,"5.87, 1.54, 2.17",짬뽕찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",미역된장국,"2.34, 0.08, 1.0",13,11,6,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0]",[ 7.57316899  1.61730711 -0.16445224]
2022-11-17(목),밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",단감,"18.48, 0.22, 0.44",,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,1,9,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 3.7101575  -0.00617387 -3.04989213]
2022-11-18(금),떡만둣국,"68.42, 11.05, 15.0",신당동떡볶이,"20.0, 8.0, 1.0",두유,"4.0, 5.0, 9.0",6,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-20(일),쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",오므라이스,"46.8, 14.75, 14.77",닭고기무국,"6.0, 1.1, 6.0",10,6,18,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-21(월),쇠고기무국,"12.07, 8.62, 16.43",감자짜글이,"32.0, 1.8, 5.0",대파육개장,"16.0, 14.0, 13.0",40,12,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-22(화),사골떡왕만둣국,"9.0, 4.0, 2.0",잔치국수,"83.16, 3.94, 20.78",아욱된장국,"4.88, 0.73, 2.68",6,3,8,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-11-23(수),어묵탕,"13.06, 2.45, 13.11",청국장,"11.05, 4.19, 10.03",골뱅이쫄면,"27.0, 0.0, 6.0",6,1,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.19922309  1.39409967 -0.8140158 ]
2022-11-25(금),감자고추장찌개,"13.53, 2.9, 6.9",배추된장국,"8.64, 2.01, 3.8",감자수제비국,"66.44, 6.59, 15.81",6,2,5,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-11-26(토),에그맥머핀,"30.0, 12.0, 18.0",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭볶음탕,"9.4, 9.5, 25.72",6,10,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.57928134 -2.53634966  0.37074803]
2022-11-27(일),팽이버섯두부국,"19.016542810985488, 8.021147011308546, 12.768707592891765",사골우거지국,"6.0, 7.0, 14.0",목살김치찌개,"11.0, 23.0, 27.0",6,9,17,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-11-28(월),북어채국,"3.28, 4.9, 12.81",닭고기육개장,"6.0, 6.0, 8.0",나주곰탕,"2.42, 9.5, 27.38",7,22,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.67562074 1.49186112 0.2993252 ]
2022-11-29(화),김치찌개,"6.38, 8.09, 8.17",청년차돌떡볶이,"62.0, 13.0, 16.0",대패삼겹숙주덮밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",1,1,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-11-30(수),쇠고기감자국,"7.0, 2.4, 13.0",꽃게탕,"3.95, 1.58, 12.87",치킨스테이크,"8.0, 7.0, 21.0",16,9,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-12-02(금),쇠고기미역국,"16.08, 6.78, 15.06",감자짜글이,"32.0, 1.8, 5.0",오징어배추해장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",21,12,2,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-12-03(토),핫도그빵,"24.74, 2.16, 4.75",우동국,"12.38, 2.74, 1.62",차돌육개장,"9.0, 12.0, 18.0",8,12,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-12-04(일),짬뽕순두부,"21.0, 23.0, 33.0",사골순댓국,"12.0, 8.0, 26.0",배추된장국,"8.64, 2.01, 3.8",2,2,10,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-12-05(월),설렁탕,"42.7, 12.93, 32.67",닭곰탕,"1.87, 4.75, 18.72",팽이버섯계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",5,18,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.17150351  0.90120689 -1.14928014]
2022-12-06(화),사골떡왕만둣국,"9.0, 4.0, 2.0",등뼈감자탕,"20.828397887323945, 6.627411971830987, 11.344295774647893",사골미역국,"4.0, 0.5, 1.0",6,14,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-12-07(수),쇠고기감자국,"7.0, 2.4, 13.0",새우시금치국,"18.99, 2.45, 8.5",볶음우동,"77.0, 8.0, 19.0",16,4,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]",[-4.62741593  0.0328805   0.09617663]
2022-12-09(금),순두부찌개,"5.62, 17.99, 18.25",차돌박이된장찌개,"27.0, 28.0, 27.0",빠네파스타,"19.172017857142862, 7.075374999999995, 11.985875000000004",14,10,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0]",[-4.62741593  0.0328805   0.09617663]
2022-12-10(토),미역된장국,"2.34, 0.08, 1.0",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",떡만둣국,"68.42, 11.05, 15.0",4,9,2,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
2022-12-11(일),순두부오징어탕,"19.016542810985488, 8.021147011308546, 12.768707592891765",감자계란국,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지국밥,"19.172017857142862, 7.075374999999995, 11.985875000000004",2,7,7,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 8.36092413 -0.46552242  0.10930361]
2022-12-12(월),쇠고기장터국,"7.0, 3.7, 9.0",굴순두부찌개,"5.62, 17.99, 18.25",콩나물국,"5.87, 1.54, 2.17",7,2,11,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617663]
