날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계,breakfast_embedding,lunch_embedding,dinner_embedding
2021-07-18,깍두기,28.75kcal,배추김치,11.25kcal,토마토,10.692kcal,,,2749.24kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,"[3.92, 0.2, 0.88, [1, 0, 0, 0, 0]]"
2021-07-18,우유(백색우유(200ML,122kcal,복숭아 주스,188kcal,,,,,2749.24kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[32.66, 0.08, 0.8, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-19,흑미밥,400.5kcal,밥,363kcal,치킨마요덮밥,1034.6kcal,,,2976.55kcal,,,
2021-07-19,새우순두부계란탕,86.99kcal,쇠고기육개장,109.86kcal,돼지고기김치찌개,122.54kcal,,,2976.55kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2021-07-19,게맛살어묵볶음,111.19kcal,골뱅이오징어채볶음,135.97kcal,코올슬로샐러드,29.39kcal,,,2976.55kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-19,돼지고기감자조림,161.44kcal,오이된장초무침,29.42kcal,깍두기,28.75kcal,,,2976.55kcal,"[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-07-19,배추김치,11.25kcal,배추김치,11.25kcal,짜먹는요구르트,38.4kcal,,,2976.55kcal,,,"[12.0, 5.0, 6.0, [1, 0, 0, 0, 0]]"
2021-07-19,우유(백색우유(200ML,122kcal,감귤 주스,180kcal,,,,,2976.55kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-20,밥,363kcal,찰보리밥,391.44kcal,밥,363kcal,,,3031.91kcal,,,
2021-07-20,쇠고기무국,57.14kcal,꽃게탕,55.85kcal,감자수제비국,50.02kcal,,,3031.91kcal,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[3.95, 1.58, 12.87, [1, 0, 0, 0, 0]]","[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]"
2021-07-20,계란찜,100.73kcal,애호박조갯살나물,51.8kcal,제육볶음,359.24kcal,,,3031.91kcal,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]"
2021-07-20,돈육표고장조림,209.77kcal,닭매운양념조림,262.35kcal,고등어카레튀김,394.67kcal,,,3031.91kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[7.02, 26.04, 19.45, [1, 0, 0, 0, 0]]"
2021-07-20,배추김치,11.25kcal,가공우유,116kcal,배추김치,11.25kcal,,,3031.91kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2021-07-20,우유(백색우유(200ML,122kcal,총각김치,16.4kcal,농후 발효유,96kcal,,,3031.91kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",,"[25.94, 0.0, 0.25, [1, 0, 0, 0, 0]]"
2021-07-21,밥,363kcal,찹쌀밥,434.8kcal,현미밥,395.67kcal,,,3074.46kcal,,,
2021-07-21,감자짜글이,135.06kcal,전복삼계탕,676.94kcal,햄소시지찌개,158.66kcal,,,3074.46kcal,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]","[24.0, 23.0, 69.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-21,비엔나소시지야채볶음,291.98kcal,모듬야채,52.79kcal,돈육굴소스양배추볶음,238.45kcal,,,3074.46kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.8, 0.17, 0.87, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-21,야채샐러드,11.52kcal,깍두기,28.75kcal,오이양파장아찌,25.4kcal,,,3074.46kcal,"[3.22, 0.07, 1.25, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[3.74, 0.32, 0.55, [1, 0, 0, 0, 0]]"
2021-07-21,배추김치,11.25kcal,수박,52.992kcal,총각김치,16.4kcal,,,3074.46kcal,,"[7.55, 0.15, 0.61, [1, 0, 0, 0, 0]]",
2021-07-21,우유(백색우유(200ML,122kcal,,,이온음료,58.8kcal,,,3074.46kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[38.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2021-07-22,밥,363kcal,찰보리밥,391.44kcal,밥,363kcal,,,2983.86kcal,,,
2021-07-22,새우순두부계란탕,86.99kcal,짬뽕찌개,147.59kcal,돼지고기애호박찌개,104.77kcal,,,2983.86kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-22,쇠고기오이표고볶음,93.02kcal,중화식돈까스,649.69kcal,낙지불고기,166.8kcal,,,2983.86kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[33.0, 48.0, 18.0, [1, 0, 0, 0, 0]]","[10.0, 6.0, 16.0, [1, 0, 0, 0, 0]]"
2021-07-22,감자매운조림,109.04kcal,콩나물무침,46.13kcal,양배추쌈,83.34kcal,,,2983.86kcal,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]"
2021-07-22,배추김치,11.25kcal,오이소박이,20.35kcal,배추김치,11.25kcal,,,2983.86kcal,,"[5.39, 0.38, 1.41, [1, 0, 0, 0, 0]]",
2021-07-22,우유(백색우유(200ML,122kcal,신선형),34.2kcal,팥빙수,180kcal,,,2983.86kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[54.73, 2.3, 11.31, [1, 0, 0, 0, 0]]","[79.24, 2.96, 10.26, [1, 0, 0, 0, 0]]"
2021-07-23,밥,363kcal,고추참치덮밥,590.76kcal,밀쌀밥,363.83kcal,,,3491.43kcal,,,
2021-07-23,순두부찌개,108.9kcal,쇠고기미역국,33.07kcal,볶음김치,86.94kcal,,,3491.43kcal,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",
2021-07-23,돼지고기두반장볶음,282.57kcal,단호박찜,90.24kcal,삼겹살구이,1078.3kcal,,,3491.43kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[7.23, 0.15, 1.01, [1, 0, 0, 0, 0]]","[0.62, 29.82, 18.21, [1, 0, 0, 0, 0]]"
2021-07-23,꽈리고추멸치조림,137.9kcal,배추김치,11.25kcal,모듬쌈,57.06kcal,,,3491.43kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[2.32, 0.11, 0.55, [1, 0, 0, 0, 0]]"
2021-07-23,배추김치,11.25kcal,신선형),105.08kcal,생마늘,10.88kcal,,,3491.43kcal,,"[54.73, 2.3, 11.31, [1, 0, 0, 0, 0]]","[0.99, 0.02, 0.19, [1, 0, 0, 0, 0]]"
2021-07-23,우유(백색우유(200ML,122kcal,,,짜먹는요구르트,38.4kcal,,,3491.43kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[12.0, 5.0, 6.0, [1, 0, 0, 0, 0]]"
2021-07-24,햄치즈버거,774.7kcal,현미밥,395.67kcal,밥,363kcal,,,2709.69kcal,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",,
2021-07-24,우유(백색우유(200ML,122kcal,생선묵국,82.27kcal,오리탕,165.94kcal,,,2709.69kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[11.84, 7.94, 17.76, [1, 0, 0, 0, 0]]"
2021-07-24,,,쇠고기청경채볶음,174.08kcal,콩나물삼색볶음,137.84kcal,,,2709.69kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.45, 0.93, 2.81, [1, 0, 0, 0, 0]]"
2021-07-24,,,풋고추된장무침,51.57kcal,맛김,0kcal,,,2709.69kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]"
2021-07-24,,,배추김치,11.25kcal,오이무침,22.97kcal,,,2709.69kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]"
2021-07-24,,,아이스크림 콘,270kcal,총각김치,16.4kcal,,,2709.69kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[22.82, 7.91, 3.06, [1, 0, 0, 0, 0]]",
2021-07-24,,,,,우유(백색우유(200ML,122kcal,,,2709.69kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]"
2021-07-25,쇠고기버섯죽,444.98kcal,밥,363kcal,밥,363kcal,,,2768.48kcal,"[30.0, 7.0, 10.0, [1, 0, 0, 0, 0]]",,
2021-07-25,햄감자볶음,118.41kcal,김치국,42.14kcal,감자수제비국,50.02kcal,,,2768.48kcal,"[18.0, 7.0, 4.0, [1, 0, 0, 0, 0]]","[1.39, 1.63, 1.62, [1, 0, 0, 0, 0]]","[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]"
2021-07-25,오징어젓무침,39.47kcal,닭고기양배추볶음,262.5kcal,돼지고기깻잎볶음,294.06kcal,,,2768.48kcal,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]"
2021-07-25,혼합시리얼,115kcal,맛김,0kcal,두부조림,174.91kcal,,,2768.48kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[2.51, 9.94, 6.42, [1, 0, 0, 0, 0]]"
2021-07-25,배추김치,11.25kcal,꽈리고추양념무침,61.68kcal,총각김치,16.4kcal,,,2768.48kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2021-07-25,우유(백색우유(200ML,122kcal,깍두기,28.75kcal,포도 주스,84.51kcal,,,2768.48kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[37.85, 0.2, 1.42, [1, 0, 0, 0, 0]]"
2021-07-25,,,워터젤리,176.4kcal,,,,,2768.48kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[24.0, 0.0, 0.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-26,밥,363kcal,밥,363kcal,물냉면,1011.41kcal,,,3270.75kcal,,,"[64.58, 5.74, 16.5, [1, 0, 0, 0, 0]]"
2021-07-26,어묵콩나물국,61.11kcal,감자국,37.63kcal,너비아니 또는 떡갈비,0.54kcal,,,3270.75kcal,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]","[9.86, 3.52, 4.54, [1, 0, 0, 0, 0]]","[3.28, 0.3, 1.23, [1, 0, 0, 0, 0]]"
2021-07-26,닭순살피망볶음,205.12kcal,마늘김치두루치기,219.01kcal,무초절이,26.09kcal,,,3270.75kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-26,연두부양념장,87.98kcal,생선가스,450.96kcal,배추김치,11.25kcal,,,3270.75kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[24.0, 1.2, 6.0, [1, 0, 0, 0, 0]]",
2021-07-26,배추김치,11.25kcal,총각김치,16.4kcal,복숭아 주스,188kcal,,,3270.75kcal,,,"[32.66, 0.08, 0.8, [1, 0, 0, 0, 0]]"
2021-07-26,우유(백색우유(200ML,122kcal,농후 발효유,96kcal,,,,,3270.75kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[25.94, 0.0, 0.25, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-27,밥,363kcal,밥,363kcal,밥,363kcal,,,3104.20kcal,,,
2021-07-27,배추쇠고기국,49.63kcal,중화식계란탕,82.13kcal,쇠고기버섯들깨국,42.82kcal,,,3104.20kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-27,감자채볶음,128.96kcal,잡채,158.55kcal,돼지고기고추장볶음,495.56kcal,,,3104.20kcal,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]","[39.0, 6.0, 11.0, [1, 0, 0, 0, 0]]"
2021-07-27,닭고기단호박조림,231.66kcal,바다장어순살강정,527.1kcal,양배추쌈,83.34kcal,,,3104.20kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]"
2021-07-27,깍두기,28.75kcal,총각김치,16.4kcal,배추김치,11.25kcal,,,3104.20kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,
2021-07-27,우유(백색우유(200ML,122kcal,대추방울토마토,11.05kcal,망고 주스,26kcal,,,3104.20kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[3.54, 0.18, 0.79, [1, 0, 0, 0, 0]]","[36.0, 0.0, 1.0, [1, 0, 0, 0, 0]]"
2021-07-28,밥,363kcal,삼겹살덮밥,1013.13kcal,흑미밥,400.5kcal,,,3092.17kcal,,,
2021-07-28,순두부국,53.99kcal,감자수제비국,50.02kcal,버섯쇠고기찌개,55.1kcal,,,3092.17kcal,"[3.61, 2.62, 4.01, [1, 0, 0, 0, 0]]","[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-28,쇠고기알감자조림,92.66kcal,맛김,0kcal,피망잡채,182.37kcal,,,3092.17kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-28,훈제오리샐러드,108.59kcal,오이양파장아찌,25.4kcal,코다리강정,379.51kcal,,,3092.17kcal,"[24.0, 23.0, 23.0, [1, 0, 0, 0, 0]]","[3.74, 0.32, 0.55, [1, 0, 0, 0, 0]]","[10.53, 10.07, 16.4, [1, 0, 0, 0, 0]]"
2021-07-28,배추김치,11.25kcal,총각김치,16.4kcal,가공우유,167kcal,,,3092.17kcal,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-28,우유(백색우유(200ML,122kcal,배 주스,40kcal,배추김치,11.25kcal,,,3092.17kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[34.21, 0.25, 0.0, [1, 0, 0, 0, 0]]",
2021-07-29,밥,363kcal,찰보리밥,391.44kcal,밥,363kcal,,,3244.30kcal,,,
2021-07-29,쇠고기미역국,33.07kcal,두부고추장찌개,72.77kcal,짬뽕찌개,147.59kcal,,,3244.30kcal,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-06-30,우유(백색우유(200ML,122kcal,,,수박,57.408kcal,,,2702.60kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[7.55, 0.15, 0.61, [1, 0, 0, 0, 0]]"
2021-07-01,밥,363kcal,현미밥,395.67kcal,돈까스덮밥,1046.99kcal,,,2855.24kcal,,,
2021-07-01,새우살감자국,55.37kcal,돼지고기애호박찌개,104.77kcal,어묵김칫국,52.83kcal,,,2855.24kcal,"[0.0, 0.0, 6.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-01,돼지고기콩나물볶음,201.58kcal,오리훈제고추잡채,241.93kcal,맛김,0kcal,,,2855.24kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]"
2021-07-01,순두부새싹샐러드,71.49kcal,부추겉절이,18.24kcal,오이고추장무침,53.95kcal,,,2855.24kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.46, 1.66, 3.02, [1, 0, 0, 0, 0]]","[4.0, 0.0, 1.0, [1, 0, 0, 0, 0]]"
2021-07-01,배추김치,11.25kcal,백김치,15.12kcal,배추김치,11.25kcal,,,2855.24kcal,,"[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]",
2021-07-01,우유(백색우유(200ML,122kcal,자두,33.8kcal,유산균 발효 음료,56kcal,,,2855.24kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[5.97, 0.15, 0.37, [1, 0, 0, 0, 0]]","[33.39, 0.0, 0.5, [1, 0, 0, 0, 0]]"
2021-07-02,밥,363kcal,찰보리밥,391.44kcal,밥,363kcal,,,3308.22kcal,,,
2021-07-02,쇠고기무국,57.14kcal,돼지고기감자버섯찌개,183.19kcal,건새우미역국,25.37kcal,,,3308.22kcal,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[82.0, 16.3, 16.2, [1, 0, 0, 0, 0]]"
2021-07-02,멸치비엔나볶음,293.6kcal,두부김치,126.99kcal,쇠고기갈비찜,530.87kcal,,,3308.22kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-02,호박잡채,121.51kcal,오징어야채샐러드,405.16kcal,깻잎양념무침,46.87kcal,,,3308.22kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[12.5, 1.5, 16.7, [1, 0, 0, 0, 0]]","[9.48, 1.52, 3.37, [1, 0, 0, 0, 0]]"
2021-07-02,배추김치,11.25kcal,깍두기,28.75kcal,배추김치,11.25kcal,,,3308.22kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",
2021-07-02,우유(백색우유(200ML,122kcal,블루베리,26.4267363kcal,바나나맛우유,200.4kcal,,,3308.22kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[12.17, 0.64, 0.42, [1, 0, 0, 0, 0]]","[27.0, 8.0, 7.0, [1, 0, 0, 0, 0]]"
2021-07-03,핫도그빵,849.78kcal,밀쌀밥,363.83kcal,밥,363kcal,,,3148.45kcal,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",,
2021-07-03,탄산음료,117.5kcal,무두부조개탕,49.51kcal,닭볶음탕,250.79kcal,,,3148.45kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]"
2021-07-03,우유(백색우유(200ML,122kcal,돼지고기고추장볶음,495.56kcal,마늘멸치볶음,99.36kcal,,,3148.45kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[39.0, 6.0, 11.0, [1, 0, 0, 0, 0]]","[4.7, 2.46, 4.98, [1, 0, 0, 0, 0]]"
2021-07-03,,,모듬쌈,57.06kcal,맛김,0kcal,,,3148.45kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[2.32, 0.11, 0.55, [1, 0, 0, 0, 0]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]"
2021-07-03,,,총각김치,16.4kcal,오이된장초무침,29.42kcal,,,3148.45kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-03,,,수박,52.992kcal,배추김치,11.25kcal,,,3148.45kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[7.55, 0.15, 0.61, [1, 0, 0, 0, 0]]",
2021-07-03,,,,,아이스크림 콘,270kcal,,,3148.45kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[22.82, 7.91, 3.06, [1, 0, 0, 0, 0]]"
2021-07-04,햄김치볶음밥,530.17kcal,밥,363kcal,밥,363kcal,,,3043.23kcal,,,
2021-07-04,계란후라이,108.96kcal,얼큰북어채국,28.44kcal,어묵콩나물국,61.11kcal,,,3043.23kcal,"[0.43, 6.76, 6.24, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]"
2021-07-04,오징어채야채무침,105.09kcal,닭간장소스찜,289.87kcal,돈육굴소스양배추볶음,238.45kcal,,,3043.23kcal,"[3.38, 2.99, 4.8, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-04,혼합시리얼,115kcal,풋고추된장무침,51.57kcal,두부조림,174.91kcal,,,3043.23kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[2.51, 9.94, 6.42, [1, 0, 0, 0, 0]]"
2021-07-04,단무지,11.16kcal,배추김치,11.25kcal,배추김치,11.25kcal,,,3043.23kcal,"[0.98, 0.06, 0.21, [1, 0, 0, 0, 0]]",,
2021-07-04,우유(백색우유(200ML,122kcal,라면,365kcal,이온음료,58.8kcal,,,3043.23kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[55.68, 14.54, 7.9, [1, 0, 0, 0, 0]]","[38.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2021-07-04,,,신선형),34.2kcal,,,,,3043.23kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[54.73, 2.3, 11.31, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-05,밥,363kcal,검은콩밥,404.3kcal,밥,363kcal,,,2773.09kcal,,,
2021-07-05,돼지고기무찌개,101.31kcal,쇠고기미역국,33.07kcal,콩나물김치국,34.94kcal,,,2773.09kcal,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[1.79, 1.82, 1.92, [1, 0, 0, 0, 0]]"
2021-07-05,감자채볶음,128.96kcal,두부강정,488.09kcal,닭갈비,262.73kcal,,,2773.09kcal,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[23.47, 6.21, 5.74, [1, 0, 0, 0, 0]]","[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]"
2021-07-05,전복장조림,75.35kcal,고등어순살조림,150.47kcal,오징어젓무침,39.47kcal,,,2773.09kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.19, 12.55, 19.0, [1, 0, 0, 0, 0]]","[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]"
2021-07-05,배추김치,11.25kcal,총각김치,16.4kcal,깍두기,28.75kcal,,,2773.09kcal,,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2021-07-05,우유(백색우유(200ML,122kcal,멜론,54kcal,오렌지 주스,96kcal,,,2773.09kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[8.16, 0.19, 0.84, [1, 0, 0, 0, 0]]","[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]"
2021-07-06,밥,363kcal,밥,363kcal,밀쌀밥,363.83kcal,,,3104.31kcal,,,
2021-07-06,버섯쇠고기찌개,55.1kcal,햄소시지찌개,158.66kcal,닭곰탕,194.66kcal,,,3104.31kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]"
2021-07-06,돼지고기호박볶음,70.98kcal,김자반,21.5kcal,마파두부,341.48kcal,,,3104.31kcal,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[2.39, 7.87, 8.47, [1, 0, 0, 0, 0]]"
2021-07-06,가지무침,23.14kcal,쇠고기알감자조림,92.66kcal,게맛살야채튀김,505.77kcal,,,3104.31kcal,"[7.0, 3.35, 1.37, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-06,배추김치,11.25kcal,단호박샐러드,91.63kcal,총각김치,16.4kcal,,,3104.31kcal,,"[20.0, 13.0, 1.0, [1, 0, 0, 0, 0]]",
2021-07-06,우유(백색우유(200ML,122kcal,배추김치,11.25kcal,사과 주스,46kcal,,,3104.31kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",,"[28.97, 0.27, 0.15, [1, 0, 0, 0, 0]]"
2021-07-06,,,아이스크림 샌드위치,252kcal,,,,,3104.31kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[21.75, 5.6, 2.61, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2021-07-07,밥,363kcal,문어간장달콤소스덮밥,488.95kcal,밥,363kcal,,,2812.16kcal,,,
2021-07-07,중화식계란탕,82.13kcal,김치수제비국,22.8kcal,두부고추장찌개,72.77kcal,,,2812.16kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[112.0, 2.4, 14.0, [1, 0, 0, 0, 0]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]"
2021-07-07,쇠고기오이표고볶음,93.02kcal,콩나물매운무침,69.43kcal,닭튀김,841.69kcal,,,2812.16kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[7.49, 12.58, 16.03, [1, 0, 0, 0, 0]]"
2021-07-07,삼색초나물,36.12kcal,깍두기,28.75kcal,맛김,0kcal,,,2812.16kcal,"[49.0, 15.0, 16.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[1.3, 1.5, 1.2, [1, 0, 0, 0, 0]]"
2021-07-07,배추김치,11.25kcal,수박,52.992kcal,감자간장조림,114.61kcal,,,2812.16kcal,,"[7.55, 0.15, 0.61, [1, 0, 0, 0, 0]]","[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]"
2021-07-07,우유(백색우유(200ML,122kcal,,,배추김치,11.25kcal,,,2812.16kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
