날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_cuisine,lunch_cuisine,dinner_cuisine,breakfast_kobert,lunch_kobert,dinner_kobert
2022-08-13,킬바사,"12.0, 20.0, 14.0",유부된장국,"8.17, 2.48, 5.99",닭고기무국,"6.0, 1.1, 6.0",1,6,18,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 6.34766974 -0.90811312 -1.00021881],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-08-14,감자국,"9.86, 3.52, 4.54",콩나물국,"5.87, 1.54, 2.17",쇠고기장터국,"7.0, 3.7, 9.0",3,9,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 6.62448668  2.95216848 -0.32291533],[7.43730557 1.27829161 0.32615738],[-3.91011759  0.04894274  0.09252749]
2022-08-17,미역된장국,"2.34, 0.08, 1.0",어묵탕,"13.06, 2.45, 13.11",순두부오징어탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",4,2,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 7.10500749  0.82473258 -0.76448317],[ 9.08753703e+00 -6.89080257e-01 -6.76439348e-03]
2022-08-18,쇠고기무국,"12.07, 8.62, 16.43",느타리버섯배추국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기감자국,"7.0, 2.4, 13.0",40,6,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-08-19,감자계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",돼지고기얼큰무국,"20.828397887323945, 6.627411971830987, 11.344295774647893",배추된장국,"8.64, 2.01, 3.8",5,4,10,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-08-20,버팔로윙,"15.0, 11.0, 4.0",돼지국밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",생선묵국,"19.172017857142862, 7.075374999999995, 11.985875000000004",2,4,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.07787084  3.15144648 -0.41452286]
2022-08-21,팽이버섯계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",근대된장국,"5.82, 1.36, 3.47",목살김치찌개,"11.0, 23.0, 27.0",5,5,17,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-08-22,참치김치찌개,"6.11, 4.71, 9.71",쇠고기호박찌개,"20.828397887323945, 6.627411971830987, 11.344295774647893",오징어무국,"3.8, 0.96, 10.35",9,4,11,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[8.78018821 0.98549772 0.21472693]
2022-08-23,쇠고기무국,"12.07, 8.62, 16.43",감자짜글이,"32.0, 1.8, 5.0",만두김치찌개,"6.47, 7.57, 7.51",40,12,3,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-08-24,팽이버섯두부국,"19.016542810985488, 8.021147011308546, 12.768707592891765",아욱된장국,"4.88, 0.73, 2.68",순두부찌개,"5.62, 17.99, 18.25",6,10,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-08-25,,"19.016542810985488, 8.021147011308546, 12.768707592891765",야채음료,"20.828397887323945, 6.627411971830987, 11.344295774647893",깍두기,"3.21, 0.29, 0.62",8,1,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-3.6037333  -2.04695023 -5.11014349],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-08-26,갈비탕,"11.63, 31.26, 33.29",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",9,9,12,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[ 6.4286912  -0.47718828 -1.40227354],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-08-27,불고기버거,"50.0, 22.0, 20.0",유부된장국,"8.17, 2.48, 5.99",감자수제비국,"66.44, 6.59, 15.81",15,6,5,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.48607388 -2.10948035 -0.00940061],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.34759764 -0.00850096 -0.04735003]
2022-08-28,두부햄찌개,"2.36, 6.78, 6.98",차돌박이된장찌개,"27.0, 28.0, 27.0",유부주머니감자국,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,10,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[9.17365495 0.02285174 0.0718816 ]
2022-08-29,쇠고기무국,"12.07, 8.62, 16.43",흑미밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",북어채국,"3.28, 4.9, 12.81",40,1,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 6.77827969 -1.60392224 -0.85024448],[ 8.39204205  1.67902894 -0.16449142]
2022-08-30,홍합미역국,"4.0, 0.9, 5.0",아욱된장국,"4.88, 0.73, 2.68",비빔국수,"74.1, 7.22, 14.76",4,10,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[7.77198166 2.21125871 0.42809443],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[7.71193643 0.13107874 0.1720722 ]
2022-08-31,쇠고기배춧국,"7.0, 2.4, 13.0",돼지고기콩나물찌개,"17.0, 4.0, 12.0",콩나물국,"5.87, 1.54, 2.17",2,5,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.32021356  1.33856581 -0.71685306]
2022-09-01,돼지국밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",쇠고기미역국,"16.08, 6.78, 15.06",유부된장국,"8.17, 2.48, 5.99",3,12,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-02,쇠고기미역국,"16.08, 6.78, 15.06",두부고추장찌개,"13.53, 2.9, 6.9",느타리버섯배추국,"19.172017857142862, 7.075374999999995, 11.985875000000004",21,4,9,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-04,진한육개장,"16.0, 6.0, 18.0",돼지고기얼큰무국,"20.828397887323945, 6.627411971830987, 11.344295774647893",어묵탕,"13.06, 2.45, 13.11",5,4,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.85956727 1.84040159 0.36573437],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.96478305  0.73693096 -0.04849238]
2022-09-05,쇠고기무국,"12.07, 8.62, 16.43",팽이버섯두부국,"20.828397887323945, 6.627411971830987, 11.344295774647893",배추된장국,"8.64, 2.01, 3.8",40,9,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-06,팽이버섯계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",돼지고기콩나물찌개,"17.0, 4.0, 12.0",오징어무국,"3.8, 0.96, 10.35",5,5,11,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[8.78018821 0.98549772 0.21472693]
2022-09-07,홍합미역국,"4.0, 0.9, 5.0",두부햄찌개,"2.36, 6.78, 6.98",메밀소바,"75.0, 2.1, 11.0",4,4,3,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[7.77198166 2.21125871 0.42809443],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.50258403 -2.06406761  0.75132058]
2022-09-08,일반배추김치,"1.58, 0.12, 0.66",컵과일,"16.0, 0.0, 1.0",우유),"4.6, 4.0, 3.0",1,1,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[ 7.59117681 -1.50880696  0.1852007 ],[ 6.99638065 -0.62958525 -0.0735483 ],[ 5.87540188 -0.65172087 -0.66293602]
2022-09-09,쇠고기해장국,"3.0, 7.0, 30.0",옛날육개장,"5.0, 2.9, 2.0",감자짜글이,"32.0, 1.8, 5.0",1,1,7,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-10,사골떡왕만둣국,"9.0, 4.0, 2.0",쇠고기무국,"12.07, 8.62, 16.43",닭고기육개장,"6.0, 6.0, 8.0",6,10,14,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-11,건새우미역국,"82.0, 16.3, 16.2",닭볶음탕,"9.4, 9.5, 25.72",두부햄찌개,"2.36, 6.78, 6.98",3,8,11,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.02936223 1.26578202 1.0888409 ],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-12,후랑크소시지구이,"2.0, 11.0, 6.0",차돌박이된장찌개,"27.0, 28.0, 27.0",유부된장국,"8.17, 2.48, 5.99",1,10,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 8.2367788  -2.16198854  0.73823026],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-13,팽이버섯두부국,"19.016542810985488, 8.021147011308546, 12.768707592891765",얼큰황태채국,"20.828397887323945, 6.627411971830987, 11.344295774647893",생선묵계란국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,6,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 8.03107485 -0.04913776  1.14195033],[-3.91011759  0.04894274  0.09252749]
2022-09-15,왕만두국,"29.95, 21.79, 24.12",닭곰탕,"1.87, 4.75, 18.72",탕수육,"21.58, 7.98, 9.0",8,18,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]",[ 7.36243946  2.46154488 -0.13985599],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.45547017  0.80169432 -0.24749801]
2022-09-16,쇠고기장터국,"7.0, 3.7, 9.0",순두부찌개,"5.62, 17.99, 18.25",쇠고기무국,"12.07, 8.62, 16.43",7,9,10,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-17,핫도그빵,"24.74, 2.16, 4.75",돼지국밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",돼지고기김찌찌개,"15.0, 6.0, 10.0",8,4,6,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-19,쇠고기호박찌개,"19.016542810985488, 8.021147011308546, 12.768707592891765",사골우거지국,"6.0, 7.0, 14.0",짬뽕국,"22.49, 3.23, 8.76",10,9,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]",[-4.62741593  0.0328805   0.09617637],[7.84414559e+00 6.65735083e-03 2.79181484e-01],[-3.91011759  0.04894274  0.09252749]
2022-09-20,닭고기무국,"6.0, 1.1, 6.0",순두부찌개,"5.62, 17.99, 18.25",청양풍매운어묵볶음,"19.172017857142862, 7.075374999999995, 11.985875000000004",13,9,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-21,떡만둣국,"68.42, 11.05, 15.0",감자고추장찌개,"13.53, 2.9, 6.9",맑은된장국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,8,12,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-22,쇠고기감자국,"7.0, 2.4, 13.0",갈비탕,"11.63, 31.26, 33.29",쇠고기버섯들깨국,"19.172017857142862, 7.075374999999995, 11.985875000000004",16,2,5,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 6.28415815 -0.92882357 -1.97849669],[-3.91011759  0.04894274  0.09252749]
2022-09-23,감자수제비국,"66.44, 6.59, 15.81",아욱된장국,"4.88, 0.73, 2.68",미역된장국,"2.34, 0.08, 1.0",9,10,6,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.68291494 -0.04797457  0.39688984],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-24,불고기버거,"50.0, 22.0, 20.0",감자국,"9.86, 3.52, 4.54",북어채국,"3.28, 4.9, 12.81",15,8,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.48607388 -2.10948035 -0.00940061],[ 6.54884252  2.81364893 -1.72165228],[ 8.39204205  1.67902894 -0.16449142]
2022-09-25,어묵탕,"13.06, 2.45, 13.11",아욱된장국,"4.88, 0.73, 2.68",두부맑은국,"19.172017857142862, 7.075374999999995, 11.985875000000004",6,10,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[ 7.19922309  1.39409967 -0.81401895],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-09-26,북어채국,"3.28, 4.9, 12.81",꽃게탕,"3.95, 1.58, 12.87",순두부오징어탕,"19.172017857142862, 7.075374999999995, 11.985875000000004",7,9,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[7.67562074 1.49186113 0.29932022],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 9.08753703e+00 -6.89080257e-01 -6.76439348e-03]
2022-09-27,감자계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",유부주머니감자국,"20.828397887323945, 6.627411971830987, 11.344295774647893",목살김치찌개,"11.0, 23.0, 27.0",5,2,17,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 8.29615444 -0.12973422  0.67338954],[-3.91011759  0.04894274  0.09252749]
2022-09-28,쇠고기무국,"12.07, 8.62, 16.43",황태해장국,"12.07, 4.14, 18.33",만두김치찌개,"6.47, 7.57, 7.51",40,4,3,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[7.96544537 2.43936161 0.51144064],[-3.91011759  0.04894274  0.09252749]
2022-09-29,순두부버섯탕,"19.0, 19.0, 21.0",얼갈이된장국,"21.0, 4.3, 9.0",생선묵국,"19.172017857142862, 7.075374999999995, 11.985875000000004",13,1,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.07787084  3.15144648 -0.41452286]
2022-09-30,진한육개장,"16.0, 6.0, 18.0",북어들깨미역국,"11.76, 5.28, 2.78",치킨버거,"40.9, 15.4, 15.0",5,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[7.85956727 1.84040159 0.36573437],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.74353922 -1.63530939  0.47247826]
2022-10-01,한입감자,"12.0, 14.0, 12.0",타워함박스테이크,"14.18, 8.81, 12.25",유부된장국,"8.17, 2.48, 5.99",1,1,4,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.21155166  0.56545992 -0.52027303],[ 7.8088891  -2.53234498  0.30726305],[-3.91011759  0.04894274  0.09252749]
2022-10-03,떡만둣국,"68.42, 11.05, 15.0",닭볶음탕,"9.4, 9.5, 25.72",쫄면,"43.29, 1.54, 4.55",6,8,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-04,돼지국밥,"19.016542810985488, 8.021147011308546, 12.768707592891765",느타리버섯배추국,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭고기육개장,"6.0, 6.0, 8.0",3,6,14,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-05,콩나물국,"5.87, 1.54, 2.17",새우튀김우동,"87.0, 7.0, 12.0",쇠고기무국,"12.07, 8.62, 16.43",13,3,10,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]",[ 7.57316899  1.61730711 -0.16444307],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-06,쇠고기버섯들깨국,"19.016542810985488, 8.021147011308546, 12.768707592891765",아욱된장국,"4.88, 0.73, 2.68",감자국,"9.86, 3.52, 4.54",2,10,4,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.37814624  2.63000957 -0.60769945]
2022-10-07,마늘쫑무침,"11.05, 2.72, 2.29",고등어순살튀김,"7.02, 26.04, 19.45",소시지카레조림,"74.0, 13.0, 11.0",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 8.51819937 -3.00912717  1.36116641]
2022-10-08,핫도그빵,"24.74, 2.16, 4.75",물만두국,"29.95, 21.79, 24.12",진한육개장,"16.0, 6.0, 18.0",8,2,4,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 7.00463368  1.34999336 -0.09867698],[ 8.63728234  1.13204187 -0.21359155]
2022-10-09,감자계란국,"19.016542810985488, 8.021147011308546, 12.768707592891765",돼지고기얼큰무국,"20.828397887323945, 6.627411971830987, 11.344295774647893",닭고기무국,"6.0, 1.1, 6.0",5,4,18,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-10,참치김치볶음,"2.63, 6.94, 9.5",두부맑은국,"20.828397887323945, 6.627411971830987, 11.344295774647893",차돌된장찌개,"14.67, 10.78, 19.1",1,10,4,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-12,두부햄찌개,"2.36, 6.78, 6.98",닭곰탕,"1.87, 4.75, 18.72",치킨버거,"40.9, 15.4, 15.0",7,18,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[ 7.74353922 -1.63530939  0.47247826]
2022-10-13,쇠고기미역국,"16.08, 6.78, 15.06",오징어배추해장국,"20.828397887323945, 6.627411971830987, 11.344295774647893",쇠고기호박찌개,"19.172017857142862, 7.075374999999995, 11.985875000000004",21,3,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[8.40254548 0.07553988 1.51557936],[-3.91011759  0.04894274  0.09252749]
2022-10-14,쇠고기미역국,"16.08, 6.78, 15.06",돼지국밥,"20.828397887323945, 6.627411971830987, 11.344295774647893",해물짬뽕,"82.0, 13.0, 10.0",21,4,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-15,바베큐폭립,"17.0, 9.0, 25.0",감자수제비국,"66.44, 6.59, 15.81",홍합미역국,"4.0, 0.9, 5.0",1,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.68382716 -2.54767423 -0.57102487],[ 7.50078589e+00 -2.26621128e-03 -3.90581683e-01],[ 8.53414799  1.90562183 -0.29141834]
2022-10-16,쇠고기무국,"12.07, 8.62, 16.43",돼지고기김찌찌개,"15.0, 6.0, 10.0",목살김치찌개,"11.0, 23.0, 27.0",40,9,17,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-17,에그맥머핀,"30.0, 12.0, 18.0",두부고추장찌개,"13.53, 2.9, 6.9",얼갈이된장국,"21.0, 4.3, 9.0",6,4,2,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.57928134 -2.53634966  0.37075524],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-19,어묵탕,"13.06, 2.45, 13.11",차돌박이된장찌개,"27.0, 28.0, 27.0",감자짜글이,"32.0, 1.8, 5.0",6,10,7,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[ 7.19922309  1.39409967 -0.81401895],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-20,쇠고기감자국,"7.0, 2.4, 13.0",오징어콩나물국,"20.828397887323945, 6.627411971830987, 11.344295774647893",된장국,"9.93, 1.85, 5.55",16,2,9,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 8.31471714 -0.12163791  1.25437916],[-3.91011759  0.04894274  0.09252749]
2022-10-21,해물동그랑땡야채볶음,"19.016542810985488, 8.021147011308546, 12.768707592891765",파채무침,"5.5, 1.33, 1.36",곰취나물,"0.63, 0.07, 0.41",1,1,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 6.85795769 -1.77481172 -0.85992264],[-3.91011759  0.04894274  0.09252749]
2022-10-22,핫도그빵,"24.74, 2.16, 4.75",파인애플함박스테이크,"20.828397887323945, 6.627411971830987, 11.344295774647893",오징어무국,"3.8, 0.96, 10.35",8,2,11,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]",[-4.62741593  0.0328805   0.09617637],[ 8.27109141 -3.01572238  0.6679329 ],[8.78018821 0.98549772 0.21472693]
2022-10-23,감자고추장찌개,"13.53, 2.9, 6.9",얼큰한오징어국,"20.828397887323945, 6.627411971830987, 11.344295774647893",어묵콩나물국,"5.87, 1.54, 2.17",6,2,4,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[ 8.12067906 -0.62714115  1.70945174],[ 9.00219927  0.6664914  -0.20229041]
2022-10-24,쇠고기장터국,"7.0, 3.7, 9.0",돼지고기콩나물찌개,"17.0, 4.0, 12.0",떡볶이,"60.42, 2.91, 6.97",7,5,2,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[-4.62741593  0.0328805   0.09617637],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
2022-10-25,건새우미역국,"82.0, 16.3, 16.2",쇠고기무국,"12.07, 8.62, 16.43",두부햄찌개,"2.36, 6.78, 6.98",3,10,11,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]",[8.02936223 1.26578202 1.0888409 ],[-4.76946470e+00  8.57109371e-04  2.25929705e-02],[-3.91011759  0.04894274  0.09252749]
